no,TI,ID
1251,THE EFFECTS OF MASSAGE THERAPY ALONE AND IN COMBINATION WITH OTHER COMPLEMENTARY THERAPIES ON IMMUNE SYSTEM MEASURES AND QUALITY OF LIFE IN HUMAN IMMUNODEFICIENCY VIRUS,acquired immune deficiency syndrome;adult;article;clinical article;clinical feature;clinical trial;controlled clinical trial;controlled study;exercise;feedback system;female;health care cost;health care utilization;health service;human;human immunodeficiency virus infection;immune system;lymphocyte count;male;massage;outcomes research;priority journal;quality of life;randomized controlled trial;traditional medicine
1252,OCULAR MASSAGE IN A CASE OF CENTRAL RETINAL ARTERY OCCLUSION THE SUCCESSFUL TREATMENT OF A HITHERTO UNDESCRIBED TYPE OF EMBOLISM.,arteriosclerosis;article;blindness;case report;classification;embolism;fluorescence angiography;human;male;massage;middle aged;physiology;prognosis;retina artery;retina artery occlusion;visual acuity;visual field;arteriosclerosis;blindness;embolism;fluorescein angiography;humans;male;massage;middle aged;prognosis;retinal artery;retinal artery occlusion;visual acuity;visual fields
1253,PROSTATIC MASSAGE AS A METHOD FOR OBTAINING SPERMATOZOA IN MEN WITH PSYCHOGENIC ANEJACULATION,adult;azoospermia;clinical article;ejaculation;human;human cell;male;massage;paraplegia;priority journal;prostate;semen analysis;short survey;spermatozoon count;spermatozoon motility;adult;ejaculation;electric stimulation;follicle stimulating hormone;humans;luteinizing hormone;male;massage;prolactin;prostate;sexual dysfunctions;psychological;spermatozoa;testosterone
1254,FOOT MASSAGE: A NURSING INTERVENTION TO MODIFY THE DISTRESSING SYMPTOMS OF PAIN AND NAUSEA IN PATIENTS HOSPITALIZED WITH CANCER,adult;aged;article;biomedicine;cancer pain;clinical research;controlled study;female;home care;human;major clinical study;male;massage;nausea;nursing;priority journal
1255,MASSAGE THERAPY AS A NURSING PRACTICE,education;financial management;holistic nursing;human;management;massage;methodology;nursing;nursing education;organization and management;review;united states;holistic nursing;humans;marketing of health services;massage;ohio;practice management;schools;nursing
1256,"POSTBURN ITCHING, PAIN, AND PSYCHOLOGICAL SYMPTOMS ARE REDUCED WITH MASSAGE THERAPY",theobroma oil;adult;anxiety;article;burn;clinical article;clinical trial;controlled clinical trial;controlled study;depression;female;human;male;massage;mental disease;mood;pain;pruritus;randomized controlled trial;rating scale;scar;wound healing
1257,MASSAGE AS A PAIN RELIEVING METHOD,adult;analgesia;article;child;human;joint mobility;massage;mechanoreceptor;nociception;nonhuman;pain;physiotherapy;priority journal;sensory stimulation;soft tissue;technique;touch;tranquilizing activity;wellbeing
1258,IMPROVEMENT OF MACROMOLECULAR CLEARANCE VIA LYMPH FLOW IN HAMSTER GINGIVA BY TOPICAL WARMING AND MASSAGE,agents interacting with transmitter;hormone or drug receptors;albuminoid;diagnostic agent;animal;article;drug effect;gingiva;hamster;heat;histology;lymph;lymphatic system;male;massage;metabolic clearance rate;metabolism;physiology;protein transport;stimulation;syrian hamster;albumins;animals;cricetinae;gingiva;heat;lymph;lymphatic system;male;massage;mesocricetus;metabolic clearance rate;neurotransmitter agents;physical stimulation;protein transport;stimulation;chemical
1259,A SUMMARY OF CLINICAL TREATMENT FOR 58 CASES OF HEMIPLEGIA WITH ELECTRO-ACUPUNCTURE AND MASSAGE.,adult;aged;article;brain hemorrhage;electroacupuncture;female;hemiplegia;human;kinesiotherapy;male;massage;middle aged;occlusive cerebrovascular disease;adult;aged;aged;80 and over;cerebral hemorrhage;electroacupuncture;exercise therapy;female;hemiplegia;humans;intracranial thrombosis;male;massage;middle aged
1260,MINIMALLY-INVASIVE DIRECT CARDIAC MASSAGE: A NEW BRIDGING TECHNIQUE FOLLOWING SUDDEN CARDIAC ARREST,animal experiment;animal model;article;biomedical technology assessment;brain blood flow;cardiopulmonary bypass;coronary artery blood flow;female;heart arrest;heart assist device;heart function;heart massage;heart muscle revascularization;heart transplantation;minimally invasive surgery;nonhuman;organ perfusion;resuscitation;surgical technique;swine
1261,"TENS, ELECTROACUPUNCTURE AND ICE MASSAGE: COMPARISON OF TREATMENT FOR OSTEOARTHRITIS OF THE KNEE",adult;aged;article;clinical trial;controlled clinical trial;controlled study;cryotherapy;electroacupuncture;female;human;joint stiffness;knee arthritis;knee osteoarthritis;major clinical study;male;massage;muscle strength;osteoarthritis;pain assessment;physiotherapy;quadriceps femoris muscle;randomized controlled trial;transcutaneous nerve stimulation;treatment outcome;walking;aged;electroacupuncture;female;humans;ice;male;massage;middle aged;osteoarthritis;knee;pain measurement;transcutaneous electric nerve stimulation;treatment outcome
1262,ACCIDENTAL LIGATURE STRANGULATION DUE TO A ROLLER-TYPE MASSAGE DEVICE,accident;adult;article;case report;female;human;massage;strangulation;supine position;accidents;home;asphyxia;autopsy;female;forensic medicine;humans;massage;middle aged;neck injuries;purpura
1263,REPETITIVE PROSTATIC MASSAGE THERAPY FOR CHRONIC REFRACTORY PROSTATITIS: THE PHILIPPINE EXPERIENCE,antibiotic agent;antibiotic therapy;article;clinical article;disease severity;human;male;massage;micturition;philippines;priority journal;prostatitis;quality of life;sexual function;adult;anti-bacterial agents;chronic disease;combined modality therapy;follow-up studies;humans;male;massage;philippines;prospective studies;prostatitis;quality of life;questionnaires;severity of illness index;treatment outcome
1264,AN EVALUATION OF AROMATHERAPY MASSAGE IN PALLIATIVE CARE,chamomile;essential oil;adult;alternative medicine;anxiety;article;clinical trial;controlled clinical trial;controlled study;female;human;major clinical study;male;massage;palliative therapy;patient satisfaction;psychological aspect;quality of life;questionnaire;randomized controlled trial;treatment outcome;adult;aged;anxiety;aromatherapy;female;humans;male;massage;middle aged;neoplasms;oils;volatile;palliative care;patient satisfaction;quality of life
1265,SENSORY STIMULATION (MASSAGE) REDUCES BLOOD PRESSURE IN UNANAESTHETIZED RATS,abdomen;animal experiment;article;blood pressure regulation;cardiovascular response;controlled study;heart rate;male;massage;nonhuman;priority journal;rat;sensory stimulation;somatosensory system;systolic blood pressure;abdomen;animals;autonomic nervous system;blood pressure;consciousness;heart rate;male;massage;physical stimulation;rats;rats;sprague-dawley
1266,DO CUTANEOUS RECEPTORS CONTRIBUTE TO THE CHANGES IN THE AMPLITUDE OF THE H-REFLEX DURING MASSAGE?,adult;article;controlled study;female;hoffmann reflex;human;human experiment;male;massage;mechanoreceptor;normal human;skin receptor;soleus muscle;spinal reflex;adult;female;h-reflex;humans;male;massage;mechanoreceptors;neural inhibition;reference values;skin
1267,MASSAGE THERAPY FOR PATIENTS UNDERGOING AUTOLOGOUS BONE MARROW TRANSPLANTATION,adult;anxiety;article;autologous bone marrow transplantation;clinical article;clinical trial;controlled clinical trial;controlled study;depression;emotional stress;fatigue;female;human;male;massage;mood;nausea;pain;psychophysiology;randomized controlled trial;rating scale;adult;affect;bone marrow transplantation;female;humans;male;massage;psychiatric status rating scales;stress;psychological
1268,THE EFFECT OF FOOT MASSAGE ON PATIENTS' PERCEPTION OF CARE FOLLOWING LAPAROSCOPIC STERILIZATION AS DAY CASE PATIENTS,ambulatory surgery;analgesia;analysis of variance;apparatus;equipment and supplies;article;behavior;case control studies;clinical trial;controlled clinical trial;controlled study;developed country;diseases;endoscopy;europe;examinations and diagnoses;female;foot;human;laparoscopy;massage;methodology;nonparametric test;northern europe;nursing;pain;pain assessment;patient satisfaction;perception;physical disease by body function;physical examinations and diagnoses;postoperative care;postoperative pain;psychological factors;randomized controlled trial;recall;research report;studies;surgical equipment;treatment;united kingdom;uterine tube sterilization;analgesia;behavior;case control studies;developed countries;diseases;endoscopy;england;equipment and supplies;europe;examinations and diagnoses;laparoscopy;northern europe;pain;perception;physical examinations and diagnoses;psychological factors;research methodology;research report;signs and symptoms;studies;surgical equipment;treatment;united kingdom;ambulatory surgical procedures;analysis of variance;england;female;foot;humans;laparoscopy;massage;mental recall;pain measurement;pain;postoperative;patient satisfaction;postoperative care;statistics;nonparametric;sterilization;tubal
1269,RANDOMIZED TRIAL COMPARING INTERFERENTIAL THERAPY WITH MOTORIZED LUMBAR TRACTION AND MASSAGE IN THE MANAGEMENT OF LOW BACK PAIN IN A PRIMARY CARE SETTING,article;follow up;human;low back pain;lumbar spine;major clinical study;massage;pain assessment;priority journal;scoring system;skeleton traction;treatment outcome;adult;disability evaluation;electric stimulation therapy;female;humans;low back pain;male;massage;pain measurement;traction;treatment outcome
1270,LIVER LACERATION IN THE HEMODYNAMICALLY UNSTABLE POST-CARDIAC MASSAGE PATIENT: EARLY RECOGNITION AND MANAGEMENT - CASE REPORT,hemoglobin;aged;angioplasty;article;cardiopulmonary bypass;case report;echography;female;heart catheterization;heart massage;hemodynamics;human;liver injury;priority journal;sternotomy;unstable angina pectoris;abdomen;aged;aged;80 and over;cardiopulmonary bypass;female;heart massage;hemodynamic processes;humans;liver;point-of-care systems;postoperative complications;shock;hemorrhagic
1271,BENEFITS OF MASSAGE THERAPY FOR HOSPITALIZED PATIENTS: A DESCRIPTIVE AND QUALITATIVE EVALUATION,article;evaluation;hospitalization;human;massage;questionnaire;treatment outcome;united states;university hospital;colorado;evaluation studies;hospitalization;hospitals;university;humans;massage;questionnaires;treatment outcome
1272,"MASTECTOMY, BODY IMAGE AND THERAPEUTIC MASSAGE: A QUALITATIVE STUDY OF WOMEN'S EXPERIENCE",adaptive behavior;adult;aged;article;body image;breast tumor;female;human;massage;mastectomy;middle aged;nursing;psychological aspect;adaptation;psychological;adult;aged;body image;breast neoplasms;female;humans;massage;mastectomy;middle aged
1273,MASSAGE IN HYPERTROPHIC SCARS,article;burn;childhood injury;clinical article;clinical trial;controlled clinical trial;controlled study;friction;human;hypertrophic scar;massage;mast suit;randomized controlled trial;treatment failure;burns;child;preschool;cicatrix;hypertrophic;female;gravity suits;humans;male;massage
1274,CHILDREN WITH CYSTIC FIBROSIS BENEFIT FROM MASSAGE THERAPY,anxiety;article;child;clinical article;controlled study;cystic fibrosis;human;massage;mood;treatment indication;treatment outcome;analysis of variance;anxiety;child;child;preschool;cystic fibrosis;female;home nursing;humans;male;massage;prospective studies;treatment outcome
1275,ORTHOPEDIC MASSAGE: A MODEL FOR ALTERNATIVE TREATMENT OF CUMULATIVE TRAUMA DISORDERS,alternative medicine;article;cumulative trauma disorder;human;manipulative medicine;massage;occupational health;orthopedics;clinical competence;cumulative trauma disorders;humans;massage;models;nursing;nursing assessment;occupational diseases;occupational health nursing;occupational health services
1276,EXTERNAL STIMULI IN THE FORM OF VIBRATORY MASSAGE AFTER HEART OR LUNG TRANSPLANTATION,blood gas analysis;cardiovascular surgery;hemodynamics;respiratory mechanics;transplantation (surgical);velocity measurement;vibrations (mechanical);vibratory massage;physical therapy;adult;aged;article;artificial ventilation;blood flow velocity;clinical article;coronary artery bypass graft;female;heart transplantation;human;intensive care unit;lung transplantation;male;manipulative medicine;massage;patient monitoring;physiotherapy;postoperative care;cerebrovascular circulation;coronary artery bypass;female;heart transplantation;humans;intensive care;lung transplantation;male;massage;middle aged;monitoring;physiologic;pilot projects;postoperative care;pulmonary ventilation;respiration;artificial;respiratory therapy;tidal volume;ultrasonography;doppler;transcranial;vibration
1277,MASSAGE THERAPY: PART II,anamnesis;article;holistic nursing;human;instrumentation;massage;medical ethics;methodology;nursing;nursing assessment;ethics;nursing;holistic nursing;humans;massage;medical history taking;nursing assessment
1278,SMOKING CRAVINGS ARE REDUCED BY SELF-MASSAGE,adult;anxiety;article;cigarette smoking;controlled study;depression;ear;female;hand;human;male;massage;mood;priority journal;self report;smoking cessation;stress;therapy;withdrawal syndrome
1279,VIGOROUS PROSTATIC MASSAGE: A SIMPLE METHOD TO RETRIEVE SPERMATOZOA FOR INTRACYTOPLASMIC SPERM INJECTION IN PSYCHOGENIC ANEJACULATION,adult;article;case report;cryopreservation;ejaculation;embryo transfer;female;fertilization;human;human cell;human tissue;intracytoplasmic sperm injection;male;massage;oocyte;prostate;prostate secretion;spermatozoon;testis biopsy
1280,PREGNANT WOMEN BENEFIT FROM MASSAGE THERAPY,hormone;noradrenalin;adult;anxiety;article;backache;clinical article;clinical trial;controlled clinical trial;controlled study;female;hormone urine level;human;intermethod comparison;labor complication;leg pain;massage;mood;perinatal period;pregnancy;prematurity;randomized controlled trial;relaxation training;sleep
1281,CONNECTIVE TISSUE MASSAGE IN THE TREATMENT OF FIBROMYALGIA,adult;analgesia;anxiety;article;clinical article;clinical trial;controlled clinical trial;controlled study;depression;disability;female;fibromyalgia;human;male;massage;pain assessment;priority journal;quality of life;randomized controlled trial;sleep disorder
1282,USE OF PROSTATIC MASSAGE IN COMBINATION WITH ANTIBIOTICS IN THE TREATMENT OF CHRONIC PROSTATITIS,ampicillin;azithromycin;carindacillin;cephalosporin derivative;clavulanic acid;clindamycin;fluconazole;metronidazole;minocycline;adult;antibiotic therapy;article;bacterium culture;chronic prostatitis;human;major clinical study;male;massage;priority journal;prostate;prostate fluid;treatment outcome
1283,RANDOMIZED CONTROLLED TRIAL OF PREVENTION OF PERINEAL TRAUMA BY PERINEAL MASSAGE DURING PREGNANCY,adult;article;clinical trial;controlled clinical trial;controlled study;episiotomy;female;human;major clinical study;massage;perineum injury;pregnancy;priority journal;randomized controlled trial;single blind procedure;treatment outcome;vagina;vulva
1284,TRIPLET PREGNANCY ACHIEVED THROUGH INTRACYTOPLASMIC SPERM INJECTION WITH SPERMATOZOA OBTAINED BY PROSTATIC MASSAGE OF A PARAPLEGIC PATIENT,adult;article;case report;cell structure;female;human;human cell;infertility therapy;intracytoplasmic sperm injection;male;male infertility;massage;multiple pregnancy;paraplegia;prostate;spermatozoon count;spermatozoon motility;spinal cord injury
1285,ACUPRESSURE AND MASSAGE,acupressure;article;japan;massage;medical illustration;priority journal
1286,THE PHYSIOLOGY OF SOFT TISSUE MASSAGE,bradykinin;endorphin;histamine;myosin;body fluid;cerebellum;efferent nerve;human;manipulative medicine;massage;metabolism;mood;muscle contraction;muscle spindle;neuromuscular function;physiology;short survey;soft tissue
1287,AUDITING COMPLEMENTARY THERAPIES IN PALLIATIVE CARE: THE EXPERIENCE OF THE DAY-CARE MASSAGE SERVICE AT MOUNT EDGCUMBE HOSPICE.,article;attitude to health;health personnel attitude;hospice care;human;massage;methodology;nursing;nursing evaluation research;nursing staff;psychological aspect;questionnaire;standard;treatment outcome;united kingdom;attitude of health personnel;attitude to health;england;hospice care;humans;massage;nursing audit;nursing evaluation research;nursing staff;hospital;questionnaires;treatment outcome
1288,AQUATIC SPORTS MASSAGE THERAPY,cryotherapy;human;hyperthermic therapy;kinesiotherapy;massage;muscle strength;overexertion;review;sport injury;swimming
1289,A HEALING TOUCH: MASSAGE THERAPY AND HIV/AIDS.,alternative medicine;article;clinical trial;human;human immunodeficiency virus infection;massage;clinical trials;hiv infections;humans;massage;therapeutic touch
1290,EFFECT OF VIBRATION MASSAGE THERAPY AFTER EXTRACORPOREAL SHOCKWAVE LITHOTRIPSY IN PATIENTS WITH LOWER CALICEAL STONES,adult;aged;article;extracorporeal lithotripsy;female;fever;human;kidney colic;major clinical study;male;massage;nephrolithiasis;physiotherapy;priority journal;pyelonephritis;recurrence risk;recurrent disease;vibration
1291,UTERINE MASSAGE: A NEW PROFESSION?,article;belize;chinese medicine;female;human;massage;methodology;self care;traditional medicine;uterus prolapse;belize;female;humans;massage;medicine;traditional;qi;self care;uterine prolapse
1292,MASSAGE: EXPLORING THE BENEFITS.,aged;article;geriatric nursing;health promotion;human;massage;methodology;nurse patient relationship;nursing;physiology;psychological aspect;aged;geriatric nursing;health promotion;humans;massage;nurse-patient relations
1293,THERAPEUTIC MASSAGE: AN EDUCATION PROGRAM FOR RURAL AND REMOTE WORKERS IN THE PALLIATIVE CARE FIELD.,article;education;health care quality;health personnel attitude;human;information processing;massage;methodology;needs assessment;nursing;nursing education;nursing staff;organization and management;palliative therapy;psychological aspect;questionnaire;rural health care;attitude of health personnel;education;nursing;continuing;focus groups;humans;massage;needs assessment;nursing education research;nursing staff;palliative care;program evaluation;questionnaires;rural health services
1294,"THE EFFECTS OF NASAL MASSAGE OF THE ""YINGXIANG"" ACUPUNCTURE POINT ON NASAL AIRWAY RESISTANCE AND SENSATION OF NASAL AIRFLOW IN PATIENTS WITH NASAL CONGESTION ASSOCIATED WITH ACUTE UPPER RESPIRATORY TRACT INFECTION",acupuncture;acute disease;adolescent;adult;airway resistance;article;chi square distribution;clinical trial;controlled clinical trial;controlled study;female;human;male;massage;methodology;middle aged;nose obstruction;patient satisfaction;randomized controlled trial;reference value;respiratory tract infection;treatment outcome;acupuncture points;acute disease;adolescent;adult;airway resistance;chi-square distribution;female;humans;male;massage;middle aged;nasal obstruction;patient satisfaction;reference values;respiratory tract infections;treatment outcome
1295,PERINEAL MASSAGE TO PREVENT PERINEAL TRAUMA DURING PREGNANCY.,article;birth injury;clinical trial;controlled clinical trial;delivery;elasticity;episiotomy;female;human;injury;massage;methodology;patient satisfaction;perineum;pregnancy;prenatal care;randomized controlled trial;reproducibility;single blind procedure;third trimester pregnancy;utilization review;birth injuries;delivery;obstetric;elasticity;episiotomy;female;humans;massage;patient satisfaction;perineum;pregnancy;pregnancy trimester;third;prenatal care;randomized controlled trials;reproducibility of results;single-blind method
1296,"A RANDOMIZED, CONTROLLED STUDY OF THE PAIN- AND TENSION-REDUCING EFFECTS OF 15 MIN WORKPLACE MASSAGE TREATMENTS VERSUS SEATED REST FOR NURSES IN A LARGE TEACHING HOSPITAL",
1297,PAIN AND TENSION ARE REDUCED AMONG HOSPITAL NURSES AFTER ON-SITE MASSAGE TREATMENTS: A PILOT STUDY.,adult;article;burnout;female;human;massage;middle aged;nursing staff;occupational disease;pain;pilot study;adult;burnout;professional;female;humans;massage;middle aged;nursing staff;hospital;occupational diseases;pain;pilot projects
1298,EFFECT OF LOCAL MASSAGE ON VACCINATION: DTP AND DTPA.,diphtheria pertussis tetanus vaccine;virus antibody;article;blood;clinical trial;controlled clinical trial;controlled study;heat;human;immunology;infant;massage;randomized controlled trial;antibodies;viral;diphtheria-tetanus-pertussis vaccine;heat;humans;infant;massage
1299,THE EFFECTIVENESS OF SLOW-STROKE MASSAGE IN DIFFUSING AGITATED BEHAVIORS IN INDIVIDUALS WITH ALZHEIMER'S DISEASE.,aged;alzheimer disease;article;female;geriatric nursing;human;male;massage;methodology;nursing;psychological aspect;restlessness;aged;aged;80 and over;alzheimer disease;female;geriatric nursing;humans;male;massage;psychomotor agitation
1300,TOUCHING LIVES. MASSAGE IN PREGNANCY AND LABOR.,article;female;human;labor;massage;methodology;midwife;nurse midwife;nursing;pregnancy;female;humans;labor;obstetric;massage;midwifery;nurse midwives;pregnancy
1301,MASSAGE AND ULTRASOUND AS THERAPEUTIC MODALITIES IN EXERCISE-INDUCED MUSCLE DAMAGE,blood flow;exercise;human;massage;muscle contraction;myositis;pain;pathology;pathophysiology;physiology;review;skeletal muscle;ultrasound therapy;vascularization;exercise;humans;massage;muscle contraction;muscle;skeletal;myositis;pain;regional blood flow;ultrasonic therapy
1302,"WHAT IS ""MORNING SICKNESS"" AND WHAT CAN I DO TO FEEL BETTER? WHAT MASSAGE TECHNIQUES ARE HELPFUL DURING LABOR?",article;diet;female;homeopathy;human;labor complication;massage;methodology;nausea;nurse midwife;nursing;pain;pregnancy;pregnancy complication;self care;diet;female;homeopathy;humans;massage;nausea;nurse midwives;obstetric labor complications;pain;pregnancy;pregnancy complications;self care
1303,HOME MASSAGE FOR HOSPICE PATIENTS.,article;holistic nursing;home care;hospice care;human;massage;methodology;nursing;holistic nursing;home care services;hospice care;humans;massage
1304,IMMEDIATE EFFECTS OF A FIVE-MINUTE FOOT MASSAGE ON PATIENTS IN CRITICAL CARE,adult;aged;analysis of variance;article;clinical trial;controlled clinical trial;controlled study;female;foot;human;intensive care;male;massage;mental stress;methodology;middle aged;monitoring;nursing;nursing evaluation research;pathophysiology;psychological aspect;time;adult;aged;aged;80 and over;analysis of variance;critical care;female;foot;humans;male;massage;middle aged;monitoring;physiologic;nursing evaluation research;stress;psychological;time factors
1305,16 CASES OF SCALENUS SYNDROME TREATED BY MASSAGE AND ACUPOINT-INJECTION.,cyanocobalamin;procaine;acupuncture;adult;article;female;human;injection;massage;multimodality cancer therapy;thorax outlet syndrome;acupuncture points;adult;combined modality therapy;female;humans;injections;massage;procaine;thoracic outlet syndrome;vitamin b 12
1306,THE EFFECTIVENESS OF NEUROMUSCULAR RELEASE MASSAGE THERAPY IN FIVE INDIVIDUALS WITH CHRONIC OBSTRUCTIVE LUNG DISEASE,aged;analysis of variance;article;blood pressure;breathing muscle;chronic obstructive lung disease;female;heart rate;human;innervation;male;massage;metabolism;methodology;middle aged;oxygen consumption;pathophysiology;physiology;psychological aspect;quality of life;aged;analysis of variance;blood pressure;female;heart rate;humans;lung diseases;obstructive;male;massage;middle aged;oxygen consumption;quality of life;respiratory muscles
1307,PRESCHOOLERS' COGNITIVE PERFORMANCE IMPROVES FOLLOWING MASSAGE,
1308,HOW DID IT FEEL? AN INFORMAL SURVEY OF MASSAGE TECHNIQUES IN LABOUR.,article;education;female;holistic nursing;human;labor;male;massage;methodology;midwife;patient satisfaction;pregnancy;psychological aspect;relaxation training;spouse;female;holistic nursing;humans;labor;obstetric;male;massage;midwifery;patient satisfaction;pregnancy;relaxation techniques;spouses
1309,PHYSICIANS' PERSPECTIVES ON MASSAGE THERAPY,adult;article;canada;clinical practice;cross-sectional study;female;general practice;health personnel attitude;human;male;massage;patient referral;adult;alberta;attitude of health personnel;cross-sectional studies;family practice;female;humans;male;massage;physician's practice patterns;referral and consultation
1310,A SCINTIGRAPHIC STUDY OF POST-MASSAGE BLOOD FLOW IN HUMAN LOWER LIMB,tracer;adult;article;blood flow velocity;blood pressure;circulation;controlled study;human;leg;male;massage;normal human;scintiangiography
1311,COURSE IN MASSAGE THERAPY FOR MEDICAL STUDENTS,adult;article;attitude;female;germany;human;human experiment;male;massage;medical education;medical school;medical student;motivation;normal human;palpation;questionnaire;skill;adult;consumer participation;education;medical;undergraduate;female;germany;humans;male;massage;motivation
1312,CEREBRAL HEMODYNAMICS DURING CAROTID MASSAGE IN PATIENTS WITH CAROTID SINUS SYNDROME,aged;arterial pressure;article;autoregulation;blood flow velocity;brain blood flow;carotid sinus syndrome;clinical article;doppler echography;female;heart pacing;heart rate;human;male;regulatory mechanism;aged;blood flow velocity;cardiac pacing;artificial;carotid sinus;case-control studies;cerebrovascular circulation;female;humans;male;massage;pacemaker;artificial;syncope;syndrome;ultrasonography;doppler;transcranial
1313,ATOPIC DERMATITIS SYMPTOMS DECREASED IN CHILDREN FOLLOWING MASSAGE THERAPY,affect;anxiety;article;atopic dermatitis;child;clinical article;female;human;lichenoid eruption;male;massage;priority journal;treatment outcome;anxiety;child;child;preschool;cost-benefit analysis;dermatitis;atopic;emollients;female;glucocorticoids;humans;male;massage;parents
1314,CARDIAC MASSAGE: A METHOD RESCUED FROM OBLIVION,article;artificial ventilation;extracorporeal circulation;heart massage;medical research;priority journal;resuscitation;heart massage;humans
1315,BULIMIC ADOLESCENTS BENEFIT FROM MASSAGE THERAPY,hydrocortisone;adolescent;adult;article;bulimia;chemistry;clinical trial;controlled clinical trial;controlled study;depression;female;human;massage;mental stress;psychological aspect;randomized controlled trial;saliva;treatment outcome;adolescent;adult;bulimia;depression;female;humans;hydrocortisone;massage;saliva;stress;psychological;treatment outcome
1316,"CHANGES IN WHITE BLOOD CELL COUNTS IN MEN UNDERGOING THRICE-WEEKLY PROSTATIC MASSAGE, MICROBIAL DIAGNOSIS AND ANTIMICROBIAL THERAPY FOR GENITOURINARY COMPLAINTS",antibiotic agent;ciprofloxacin;doxycycline;itraconazole;ketoconazole;metronidazole;minocycline;ofloxacin;quinoline derived antiinfective agent;adult;aged;article;backache;bacterium culture;clinical article;gram staining;human;impotence;leukocyte count;male;male sexual dysfunction;massage;oral drug administration;pelvis pain syndrome;philippines;priority journal;prostate hypertrophy;prostate secretion;prostatitis;retrospective study;adult;aged;anti-infective agents;urinary;antibiotics;antineoplastic;bacterial infections;drug therapy;combination;humans;leukocyte count;low back pain;male;massage;middle aged;minocycline;ofloxacin;pain;pelvic pain;prostatitis;retrospective studies;sexual dysfunction;physiological;urinary retention
1317,EFFECT OF A BACK MASSAGE AND RELAXATION INTERVENTION ON SLEEP IN CRITICALLY ILL PATIENTS,aged;article;clinical trial;critical illness;human;intervention study;male;massage;middle aged;nursing;randomization;randomized controlled trial;relaxation training;sleep;treatment outcome;aged;critical illness;humans;intervention studies;male;massage;middle aged;random allocation;relaxation techniques;sleep;treatment outcome
1318,TREATMENT OF MYOFASCIAL TRIGGER-POINTS WITH ULTRASOUND COMBINED WITH MASSAGE AND EXERCISE - A RANDOMISED CONTROLLED TRIAL,adult;article;clinical trial;controlled study;daily life activity;exercise;human;major clinical study;massage;musculoskeletal disease;myofascial pain;physiotherapy;priority journal;randomized controlled trial;shoulder pain;ultrasound;adolescent;adult;analgesics;exercise therapy;humans;massage;middle aged;myofascial pain syndromes;pain measurement;questionnaires;treatment outcome;ultrasonic therapy
1319,CAROTID SINUS MASSAGE AS A DIAGNOSTIC AND THERAPEUTIC TOOL FOR ATRIAL FLUTTER-FIBRILLATION,aged;anamnesis;article;carotid sinus;case report;clinical examination;electrocardiogram;heart atrium fibrillation;heart atrium flutter;heart massage;human;male;aged;atrial fibrillation;atrial flutter;carotid sinus;electrocardiography;humans;male;massage
1320,FREQUENCY OF NEUROLOGIC COMPLICATIONS FOLLOWING CAROTID SINUS MASSAGE,aged;article;carotid sinus;female;frequency analysis;human;human tissue;hypersensitivity;incidence;major clinical study;male;massage;neurological complication;priority journal;syncope;systolic blood pressure
1321,EFFECTIVE TECHNIQUES FOR MASSAGE IN LABOUR.,article;female;holistic nursing;human;labor;massage;methodology;midwife;nurse midwife;nursing;pregnancy;female;holistic nursing;humans;labor;obstetric;massage;midwifery;nurse midwives;pregnancy
1322,ADOLESCENTS WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER BENEFIT FROM MASSAGE THERAPY,adolescent;article;attention deficit disorder;clinical trial;comparative study;human;male;massage;psychological aspect;randomized controlled trial;relaxation training;school health service;student;treatment outcome;adolescent;attention deficit disorder with hyperactivity;humans;male;massage;relaxation techniques;school health services;students;treatment outcome
1323,INHIBITORY INFLUENCE OF SOLEUS MASSAGE ONTO THE MEDIAL GASTROCNEMIUS H- REFLEX,adult;article;controlled study;female;hoffmann reflex;human;human experiment;male;massage;motoneuron;nerve cell excitability;normal human;soleus muscle;triceps surae muscle;adult;electromyography;female;humans;male;massage;muscle;skeletal;reflex
1324,MASSAGE-INDUCED RELEASE OF SUBCUTANEOUSLY INJECTED LIPOSOME-ENCAPSULATED DRUGS TO THE BLOOD,angiotensin;liposome;macrogol;animal experiment;article;blood pressure;controlled study;drug delivery system;drug release;encapsulation;gamma scintigraphy;injection site;lymph vessel;nonhuman;priority journal;rabbit;subcutaneous drug administration;angiotensin ii;animals;drug carriers;drug delivery systems;injections;subcutaneous;liposomes;massage;rabbits
1325,DOES POST-EXERCISE MASSAGE TREATMENT REDUCE DELAYED ONSET MUSCLE SORENESS? A SYSTEMATIC REVIEW,article;human;human experiment;massage;medical literature;myalgia;normal human;physical activity;symptom
1326,ELDER RETIRED VOLUNTEERS BENEFIT FROM GIVING MASSAGE THERAPY TO INFANTS,adrenalin;hydrocortisone;noradrenalin;aged;anxiety;article;child care;clinical article;clinical trial;controlled clinical trial;controlled study;depression;female;health status;human;lifestyle;male;massage;retirement;satisfaction;volunteer
1327,"THE SELF-CARE SERIES--PART 1, GETTING A FEEL FOR SELF-MASSAGE.",article;human;human immunodeficiency virus infection;massage;prisoner;self care;hiv seropositivity;humans;massage;prisoners;self care
1328,INFLUENCE OF MASSAGE DURING SIMULATED NON-NUTRITIVE NURSINGS ON PIGLETS' MILK INTAKE AND WEIGHT GAIN,
